unique_id,date,name,category,type,rating,price,average_revenue
140525133516624,2024-07-10,Presidential Suite,HotelRoom,Travel,2,824,88648.71
140525133524624,2024-11-02,Executive Suite,HotelRoom,Travel,3,690,88008.43
140525133528848,2024-12-10,Presidential Suite,HotelRoom,Travel,1,1073,96842.1
140525133518928,2024-08-06,Presidential Suite,HotelRoom,Travel,2,998,79077.93
140525133520720,2024-12-12,Executive Suite,HotelRoom,Travel,2,542,98944.27
140525133513296,2024-04-25,Executive Suite,HotelRoom,Travel,2,671,97268.76
140525133526864,2024-12-09,Presidential Suite,HotelRoom,Travel,1,1075,92354.74
140525133514128,2024-10-19,Executive Suite,HotelRoom,Travel,1,634,84275.97
140525133528720,2024-09-20,Presidential Suite,HotelRoom,Travel,2,864,93290.74
140525133524368,2024-12-13,Executive Suite,HotelRoom,Travel,3,635,69357.29
140525133525328,2024-07-14,Royal Suite,HotelRoom,Travel,1,1426,92795.17
140525133518992,,Executive Suite,HotelRoom,Travel,2,569,92299.57
140525133513232,2024-12-16,Executive Suite,HotelRoom,Travel,2,652,85352.96
140525133517712,2024-05-16,Executive Suite,HotelRoom,Travel,2,689,99245.04
140525133520784,2024-09-25,Executive Suite,HotelRoom,Travel,2,674,95493.44
140525133525200,2024-11-13,Presidential Suite,HotelRoom,Travel,3,,
140525133520400,2024-10-11,Presidential Suite,HotelRoom,Travel,3,1063,98774.59
140525133524688,,Royal Suite,HotelRoom,Travel,,1437,99112.7
140525133514896,2024-08-24,Presidential Suite,HotelRoom,Travel,2,1088,96229.5
140525133513744,2024-08-24,Presidential Suite,HotelRoom,Travel,3,903,92536.7
140525133513680,2024-12-24,Executive Suite,HotelRoom,Travel,3,576,71882.8
140525133523344,2024-12-18,Executive Suite,HotelRoom,Travel,2,363,98253.08
140525133523792,2024-10-19,Presidential Suite,HotelRoom,Travel,1,1086,92937.54
140525133514064,,Presidential Suite,HotelRoom,Travel,4,980,95372.78
140525133519632,2024-12-27,Royal Suite,HotelRoom,Travel,2,1350,97961.96
140525133518288,2024-08-15,Presidential Suite,HotelRoom,Travel,2,956,70842.69
140525133520848,2024-11-12,Presidential Suite,HotelRoom,Travel,3,1063,83607.56
140525133526352,2024-12-12,Executive Suite,HotelRoom,Travel,2,673,95807.68
140525133522512,2024-10-10,Presidential Suite,HotelRoom,Travel,3,792,90260.27
140525133522640,2024-09-04,Presidential Suite,HotelRoom,Travel,1,1014,99115.32
140525133525648,,Presidential Suite,HotelRoom,Travel,3,1087,95642.73
140525133516688,2024-09-03,Royal Suite,HotelRoom,Travel,2,1267,91101.62
140525133523984,2024-10-23,Executive Suite,HotelRoom,Travel,1,,
140525133520336,2024-12-08,Presidential Suite,HotelRoom,Travel,3,1005,94639.13
140525133516880,2024-11-29,Presidential Suite,HotelRoom,Travel,3,1011,88870.28
140525133519696,2024-12-23,Executive Suite,HotelRoom,Travel,1,581,98005.52
140525133513040,2024-09-15,Executive Suite,HotelRoom,Travel,2,351,93597.6
140525133526096,2024-11-29,Presidential Suite,HotelRoom,Travel,2,1085,99311.03
140525133521040,2024-12-05,Executive Suite,HotelRoom,Travel,1,527,83178.46
140525133522960,2024-12-10,Presidential Suite,HotelRoom,Travel,1,1031,93718.27
140525133525840,2024-12-10,Presidential Suite,HotelRoom,Travel,2,823,96143.95
140525133520016,2024-10-02,Presidential Suite,HotelRoom,Travel,4,974,91336.01
140525133521168,2024-12-18,Executive Suite,HotelRoom,Travel,2,489,72664.86
140525962805968,2024-08-25,Executive Suite,HotelRoom,Travel,1,681,78949.2
140525962807440,2024-12-25,Executive Suite,HotelRoom,Travel,3,578,94500.08
140525962818192,2024-08-15,Executive Suite,HotelRoom,Travel,,696,94743.06
140525962812368,,Executive Suite,HotelRoom,Travel,1,654,95625.96
140525962805648,2024-11-22,Executive Suite,HotelRoom,Travel,1,560,82563.09
140525962811984,2024-09-07,Royal Suite,HotelRoom,Travel,3,1486,82171.4
140525962809616,2024-12-24,Royal Suite,HotelRoom,Travel,1,1365,96568.46
140525962814352,2024-12-30,Executive Suite,HotelRoom,Travel,1,491,99690.84
140525962812304,2024-09-13,Presidential Suite,HotelRoom,Travel,2,897,94414.33
140525962821328,2024-11-30,Executive Suite,HotelRoom,Travel,2,609,89286.07
140525962815888,2024-12-14,Executive Suite,HotelRoom,Travel,2,492,87651.53
140525962805392,,Presidential Suite,HotelRoom,Travel,1,956,85268.43
140525962809040,,Presidential Suite,HotelRoom,Travel,2,845,90141.39
140525962821136,2024-05-28,Royal Suite,HotelRoom,Travel,2,1346,94874.91
140525962808784,2024-10-02,Royal Suite,HotelRoom,Travel,2,1327,93482.99
140525962805712,2024-11-13,Presidential Suite,HotelRoom,Travel,1,854,91804.41
140525962815632,2024-04-16,Executive Suite,HotelRoom,Travel,3,636,80243.35
140525962806096,2024-07-10,Executive Suite,HotelRoom,Travel,2,540,97300.79
140525962811472,2024-10-05,Executive Suite,HotelRoom,Travel,1,676,93118.33
140525962821264,2024-10-20,Executive Suite,HotelRoom,Travel,2,617,75657.14
140525962817040,2024-10-19,Executive Suite,HotelRoom,Travel,1,640,91578.59
140525962819728,2024-11-02,Presidential Suite,HotelRoom,Travel,2,,
140525962809680,2024-11-15,Executive Suite,HotelRoom,Travel,2,614,93703.88
140525962820304,2024-11-30,Presidential Suite,HotelRoom,Travel,2,892,90040.37
140525962811728,2024-10-23,Presidential Suite,HotelRoom,Travel,3,1075,95109.15
140525962813712,,Executive Suite,HotelRoom,Travel,3,693,87153.49
140525962811856,,Executive Suite,HotelRoom,Travel,3,612,87140.67
140525962811088,2024-12-24,Presidential Suite,HotelRoom,Travel,2,1042,98864.65
140525962820496,2024-08-22,Executive Suite,HotelRoom,Travel,1,671,81940.96
140525962808912,2024-07-25,Presidential Suite,HotelRoom,Travel,2,1056,92309.14
140525962812752,2024-10-10,Executive Suite,HotelRoom,Travel,1,572,99278.74
140525962809872,2024-07-21,Presidential Suite,HotelRoom,Travel,2,1083,71285.1
140525962813328,2024-09-29,Executive Suite,HotelRoom,Travel,3,680,94546.84
140525962817104,2024-08-23,Executive Suite,HotelRoom,Travel,2,655,89124.84
140525962818320,2024-10-23,Executive Suite,HotelRoom,Travel,1,496,98719.84
140525962817552,2024-12-16,Executive Suite,HotelRoom,Travel,3,658,82614.98
140525962814288,2024-12-15,Executive Suite,HotelRoom,Travel,2,629,88819.78
140525962813968,2024-12-08,Executive Suite,HotelRoom,Travel,3,,
140525962816720,2024-11-28,Executive Suite,HotelRoom,Travel,1,599,85796.72
140525962809744,2024-07-06,Presidential Suite,HotelRoom,Travel,2,975,87211.81
140525962808208,2024-10-04,Executive Suite,HotelRoom,Travel,3,511,88366.77
140525962814032,2024-06-11,Executive Suite,HotelRoom,Travel,2,553,90047.07
140525962818512,2024-07-26,Presidential Suite,HotelRoom,Travel,1,1050,91033.62
140525962819472,2024-10-12,Executive Suite,HotelRoom,Travel,1,676,92344.02
140525962810576,2024-11-30,Executive Suite,HotelRoom,Travel,2,611,90387.64
140525962807824,2024-12-01,Executive Suite,HotelRoom,Travel,4,,
140525962810384,2024-07-25,Presidential Suite,HotelRoom,Travel,3,1050,88902.33
140525962811536,2024-07-18,Executive Suite,HotelRoom,Travel,1,588,90080.66
140525962815504,2024-10-27,Executive Suite,HotelRoom,Travel,1,660,84150.37
140525962810448,2024-06-28,Presidential Suite,HotelRoom,Travel,2,,
140525962807248,2024-08-23,Executive Suite,HotelRoom,Travel,1,691,99947.67
140525962808016,2024-10-24,Executive Suite,HotelRoom,Travel,3,673,81859.36
140525962814480,2024-08-11,Executive Suite,HotelRoom,Travel,2,554,95572.1
140525962816016,2024-09-05,Executive Suite,HotelRoom,Travel,3,661,92436.22
140525962806416,2024-11-07,Presidential Suite,HotelRoom,Travel,1,899,83246.16
140525962809168,2024-11-16,Presidential Suite,HotelRoom,Travel,2,1033,93981.4
140525962813136,2024-10-20,Executive Suite,HotelRoom,Travel,3,635,70193.75
140525962810064,2024-10-07,Executive Suite,HotelRoom,Travel,2,619,76905.46
140525962820688,2024-10-08,Presidential Suite,HotelRoom,Travel,2,957,90287.75
140525962817872,2024-11-23,Executive Suite,HotelRoom,Travel,4,660,99559.57
140525962821456,2024-10-20,Executive Suite,HotelRoom,Travel,3,619,76567.45
140525962809104,2024-10-07,Presidential Suite,HotelRoom,Travel,3,1018,72444.14
140525962818576,2024-11-10,Executive Suite,HotelRoom,Travel,2,485,94255.43
140525962815952,2024-04-30,Executive Suite,HotelRoom,Travel,2,612,98403.29
140525962812816,2024-12-09,Presidential Suite,HotelRoom,Travel,1,1014,91799.57
140525962806544,2024-12-27,Executive Suite,HotelRoom,Travel,4,479,87700.0
140525962815568,2024-09-14,Presidential Suite,HotelRoom,Travel,2,1019,78231.24
140525962808080,2024-12-23,Executive Suite,HotelRoom,Travel,1,671,91340.6
140525962817616,2024-06-24,Royal Suite,HotelRoom,Travel,4,1231,99883.65
140525962816400,2024-04-28,Presidential Suite,HotelRoom,Travel,3,940,81220.01
140525962814096,2024-10-26,Executive Suite,HotelRoom,Travel,2,609,96971.57
140525962814864,2024-10-18,Presidential Suite,HotelRoom,Travel,1,930,71061.52
140525962813008,,Executive Suite,HotelRoom,Travel,2,,
140525962805776,2024-06-23,Royal Suite,HotelRoom,Travel,2,1483,92964.28
140525962808592,2024-12-10,Executive Suite,HotelRoom,Travel,4,689,93563.74
140525962811600,2024-10-03,Executive Suite,HotelRoom,Travel,2,696,86729.56
140525962808656,2024-11-18,Executive Suite,HotelRoom,Travel,2,686,81663.37
140525962810000,2024-11-09,Executive Suite,HotelRoom,Travel,2,442,97555.36
140525962807312,,Executive Suite,HotelRoom,Travel,2,620,76345.03
140525962814608,2024-09-04,Presidential Suite,HotelRoom,Travel,2,992,99015.55
140525962818256,2024-07-16,Executive Suite,HotelRoom,Travel,2,650,82822.11
140525962815248,2024-06-17,Presidential Suite,HotelRoom,Travel,1,953,80588.77
140525962818960,2024-12-10,Executive Suite,HotelRoom,Travel,2,556,93353.98
140525962813456,2024-12-20,Executive Suite,HotelRoom,Travel,3,669,89802.32
140525962813648,2024-09-09,Executive Suite,HotelRoom,Travel,1,649,83091.64
140525962812176,2024-06-16,Executive Suite,HotelRoom,Travel,1,,
140525962810128,2024-11-13,Executive Suite,HotelRoom,Travel,2,670,91946.09
140525962814736,2024-06-10,Presidential Suite,HotelRoom,Travel,2,1057,98820.6
140525137731984,2024-07-25,Presidential Suite,HotelRoom,Travel,3,993,94248.16
140525137724816,2024-07-29,Executive Suite,HotelRoom,Travel,2,679,86423.24
140525137734992,2024-09-21,Presidential Suite,HotelRoom,Travel,2,944,97436.85
140525137732432,2024-11-01,Executive Suite,HotelRoom,Travel,2,553,89553.76
140525137727888,2024-07-26,Presidential Suite,HotelRoom,Travel,2,1073,85289.68
140525137730448,2024-12-22,Executive Suite,HotelRoom,Travel,1,623,83648.62
140525137736464,2024-06-17,Executive Suite,HotelRoom,Travel,3,696,92554.58
140525137735440,2024-12-27,Presidential Suite,HotelRoom,Travel,2,1044,97575.61
140525137724048,2024-12-12,Presidential Suite,HotelRoom,Travel,1,1063,97909.28
140525137738960,2024-10-13,Presidential Suite,HotelRoom,Travel,3,815,98371.35
140525137727376,2024-09-29,Presidential Suite,HotelRoom,Travel,2,1097,97324.35
140525137724560,2024-10-19,Presidential Suite,HotelRoom,Travel,5,1001,82571.29
140525137735952,2024-10-26,Presidential Suite,HotelRoom,Travel,3,985,88476.51
140525137735696,2024-05-20,Executive Suite,HotelRoom,Travel,2,567,81974.99
140525137739216,2024-12-10,Executive Suite,HotelRoom,Travel,4,657,88402.83
140525137727632,2024-10-24,Presidential Suite,HotelRoom,Travel,2,816,96632.15
140525137729424,2024-12-15,Executive Suite,HotelRoom,Travel,1,645,82442.11
140525137730704,2024-10-05,Executive Suite,HotelRoom,Travel,2,641,78077.35
140525137726096,2024-10-13,Presidential Suite,HotelRoom,Travel,1,978,84710.52
140525137735248,2024-09-14,Executive Suite,HotelRoom,Travel,1,688,92875.87
140525137728912,2024-11-06,Executive Suite,HotelRoom,Travel,1,631,88486.22
140525137734480,2024-05-28,Executive Suite,HotelRoom,Travel,2,434,83902.66
140525137736976,2024-08-04,Executive Suite,HotelRoom,Travel,1,560,89932.14
140525137732944,2024-10-08,Executive Suite,HotelRoom,Travel,2,529,92570.68
140525137726608,2024-12-05,Presidential Suite,HotelRoom,Travel,1,1004,89933.92
140525137733712,2024-12-18,Executive Suite,HotelRoom,Travel,2,605,75692.57
140525137728144,2024-08-14,Presidential Suite,HotelRoom,Travel,2,1044,74838.6
140525137738192,2024-08-22,Presidential Suite,HotelRoom,Travel,1,978,94467.13
140525137726352,2024-09-29,Presidential Suite,HotelRoom,Travel,2,852,94904.68
140525137737680,2024-08-30,Royal Suite,HotelRoom,Travel,2,1457,98062.07
140525137734736,2024-12-10,Executive Suite,HotelRoom,Travel,1,585,62956.89
140525137733200,2024-06-20,Presidential Suite,HotelRoom,Travel,2,948,99985.52
140525177576016,2024-08-05,Presidential Suite,HotelRoom,Travel,1,,
140525177572496,2024-12-27,Executive Suite,HotelRoom,Travel,4,454,83294.65
140525177576080,2024-09-20,Executive Suite,HotelRoom,Travel,3,692,75238.2
140525177579792,2024-11-07,Presidential Suite,HotelRoom,Travel,2,,
140525177580048,2024-05-07,Presidential Suite,HotelRoom,Travel,1,814,88184.27
140525177581584,2024-10-14,Executive Suite,HotelRoom,Travel,2,617,98843.72
140525177578896,2024-08-21,Presidential Suite,HotelRoom,Travel,2,1075,99748.12
140525177574160,2024-09-02,Presidential Suite,HotelRoom,Travel,1,1082,96902.54
140525177573200,2024-11-14,Executive Suite,HotelRoom,Travel,3,627,99437.02
140525177579152,2024-08-15,Presidential Suite,HotelRoom,Travel,2,1080,86294.95
140525177579920,2024-06-26,Presidential Suite,HotelRoom,Travel,1,1097,89321.74
140525177578768,2024-10-18,Executive Suite,HotelRoom,Travel,3,553,83092.16
140525177575056,2024-12-11,Executive Suite,HotelRoom,Travel,2,532,81804.37
140525177578832,2024-05-05,Executive Suite,HotelRoom,Travel,,,
140525177574544,2024-12-30,Executive Suite,HotelRoom,Travel,1,674,95489.62
140525177584016,2024-05-23,Executive Suite,HotelRoom,Travel,3,589,99629.58
140525177580560,2024-10-15,Executive Suite,HotelRoom,Travel,2,688,83111.49
140525177577360,2024-11-01,Presidential Suite,HotelRoom,Travel,2,1052,88159.36
140525177572304,2024-12-23,Executive Suite,HotelRoom,Travel,1,637,86577.71
140525177569424,2024-11-24,Royal Suite,HotelRoom,Travel,1,1439,97570.9
140525177573072,2024-10-14,Executive Suite,HotelRoom,Travel,1,,
140525177571472,2024-07-31,Executive Suite,HotelRoom,Travel,2,489,94321.72
140525177578064,2024-11-06,Executive Suite,HotelRoom,Travel,1,569,86466.28
140525177570960,2024-07-01,Executive Suite,HotelRoom,Travel,3,649,96866.76
140525177573520,2024-11-20,Executive Suite,HotelRoom,Travel,2,588,94119.46
140525177584272,2024-12-11,Executive Suite,HotelRoom,Travel,3,,
140525177572432,2024-11-24,Presidential Suite,HotelRoom,Travel,2,987,85774.62
140525177576528,2024-12-11,Executive Suite,HotelRoom,Travel,1,655,94075.88
140525177581328,2024-08-24,Royal Suite,HotelRoom,Travel,2,1476,97812.24
140525177576720,2024-06-22,Presidential Suite,HotelRoom,Travel,2,1072,99329.06
140525177574416,2024-08-20,Presidential Suite,HotelRoom,Travel,1,1022,91672.33
140525177571664,2024-10-22,Presidential Suite,HotelRoom,Travel,1,797,88681.56
140525177570000,2024-08-18,Presidential Suite,HotelRoom,Travel,2,956,83999.45
140525177574800,2024-12-17,Presidential Suite,HotelRoom,Travel,2,1094,99344.45
140525177577808,2024-07-25,Executive Suite,HotelRoom,Travel,2,542,96600.94
140525177577040,2024-12-07,Executive Suite,HotelRoom,Travel,4,684,93240.46
140525177579344,2024-11-27,Presidential Suite,HotelRoom,Travel,2,,
140525177575312,2024-11-26,Executive Suite,HotelRoom,Travel,,691,86172.16
140525177574480,2024-12-14,Presidential Suite,HotelRoom,Travel,1,1049,78350.41
140525177572048,2024-10-09,Executive Suite,HotelRoom,Travel,3,557,70232.52
140525177581968,2024-01-01,Presidential Suite,HotelRoom,Travel,1,1035,95725.19
140525177583248,2024-10-15,Executive Suite,HotelRoom,Travel,2,659,73405.32
140525177574032,2024-11-20,Presidential Suite,HotelRoom,Travel,1,769,99389.51
140525177570192,2024-10-08,Presidential Suite,HotelRoom,Travel,3,1023,81934.39
140525177579408,,Executive Suite,HotelRoom,Travel,1,694,98409.67
140525177572752,2024-07-11,Executive Suite,HotelRoom,Travel,3,,
140525177572560,2024-12-02,Presidential Suite,HotelRoom,Travel,1,1067,89675.32
140525177569360,2024-07-30,Executive Suite,HotelRoom,Travel,1,627,90113.38
140525177571536,2024-10-18,Royal Suite,HotelRoom,Travel,1,1420,96895.04
140525177569616,2024-11-11,Executive Suite,HotelRoom,Travel,2,485,83784.51
140525177570512,2024-10-19,Presidential Suite,HotelRoom,Travel,2,1063,97118.21
140525177570128,2024-08-10,Royal Suite,HotelRoom,Travel,1,1384,91598.23
140525177570768,2024-07-17,Executive Suite,HotelRoom,Travel,1,658,85546.76
140525177573904,2024-10-16,Executive Suite,HotelRoom,Travel,2,657,97574.44
140525177576336,2024-11-16,Royal Suite,HotelRoom,Travel,1,1389,97276.52
140525177575760,2024-07-13,Executive Suite,HotelRoom,Travel,1,577,91913.29
140525177577616,2024-05-05,Executive Suite,HotelRoom,Travel,2,569,70282.03
140525177578000,2024-11-26,Presidential Suite,HotelRoom,Travel,2,963,84206.06
140525177571408,2024-08-31,Executive Suite,HotelRoom,Travel,3,662,93730.08
140525177585296,2024-12-28,Presidential Suite,HotelRoom,Travel,1,1071,97742.45
140525177581648,2024-11-15,Presidential Suite,HotelRoom,Travel,1,849,81219.27
140525177582736,2024-08-15,Executive Suite,HotelRoom,Travel,2,664,90618.93
140525177573584,2024-09-27,Executive Suite,HotelRoom,Travel,1,597,80343.15
140525177580432,2024-10-09,Presidential Suite,HotelRoom,Travel,3,,
140525177576464,,Executive Suite,HotelRoom,Travel,1,658,81112.0
140525177569936,2024-10-03,Executive Suite,HotelRoom,Travel,2,697,94919.05
140525177583504,2024-11-29,Executive Suite,HotelRoom,Travel,1,660,98917.63
140525177572240,2024-07-06,Executive Suite,HotelRoom,Travel,2,698,98827.6
140525177570704,2024-11-06,Presidential Suite,HotelRoom,Travel,,,
140525177571280,2024-11-13,Presidential Suite,HotelRoom,Travel,2,1003,86688.42
140525177569680,2024-10-06,Executive Suite,HotelRoom,Travel,1,,
140525177577232,2024-08-19,Executive Suite,HotelRoom,Travel,2,568,71636.2
140525177571024,2024-12-14,Executive Suite,HotelRoom,Travel,1,694,82682.44
